Article,Statut,Prix (€),Prix de vente initial (€),Frais de livraison (€),Suivi par (personnes),Vendus,Lien du produit
"LOT OF 5 ALCATEL TCL 4056W GO FLIP 4 - GOOD LCD , NO POWER - AS PARTS ONLY",Professionnel,"89,96",N/A,"52,05",0,0,https://www.ebay.fr/itm/335269160619?itmmeta=01J0C65Z6WG8CMKCDG04RF7SMP&hash=item4e0f9966ab:g:u3YAAOSwVNVl19GH
Qin 3 Ultra  Smart touch screen phone WIFI GPS Bluetooth 4G phone 8GB+256GB,Professionnel,"250,66",N/A,"13,93",0,0,https://www.ebay.fr/itm/335195911369?itmmeta=01J0C65Z6W7PBJ15PBNCFMXHVH&hash=item4e0b3bb4c9:g:vycAAOSwr-Rll2ag&var=544438655082
"SAMSUNG SGH-T105G (UNKNOWN CARRIER) CLEAN ESN, UNTESTED, PLEASE READ!! 59972",Professionnel,"17,26",N/A,"245,95",0,0,https://www.ebay.fr/itm/186374855257?itmmeta=01J0C65Z6WXBM2CX20GKGAMEKH&hash=item2b64ce9a59:g:V8sAAOSwJzZmDWlY
Motorola Moto G4 Play XT1604 (Europe) 8MP GSM / HSPA / 4G LTE Unlocked CAMERA,Professionnel,"86,39","91,90",Livraison gratuite,0,0,https://www.ebay.fr/itm/265578322124?itmmeta=01J0C65Z6WXA0M68R2KQQBK2Y6&hash=item3dd5b398cc:g:7cMAAOSwNWxaFumU
7612N-Cellulare Alcatel 1060,Professionnel,"15,00",N/A,"38,00",0,0,https://www.ebay.fr/itm/285190284447?itmmeta=01J0C65Z6WS6HQ4D35H3X8W0TH&hash=item4266aa649f:g:VTgAAOSwlU5kB2qP
Refrigerator Door Shelf Storage Bin Shelves Replacements Frigidaire Electrolux,Particulier,"39,58",N/A,"86,62",1,0,https://www.ebay.fr/itm/373059920251?itmmeta=01J0C65Z6WW6A864KMD1JP79SV&hash=item56dc1aa17b:g:ZkAAAOSwMuxhNOyo
Original Sony Xperia C S39h C2305 C2304 3G 4GB Wifi Unlocked Cellphone 8.0MP,Professionnel,"70,20","74,69",Livraison gratuite,0,0,https://www.ebay.fr/itm/354919751276?itmmeta=01J0C65Z6W1JCDYAA4D4V1DYG9&hash=item52a2dd9e6c:g:7SAAAOSwPcVVpUFP&var=624215437666
"Cellphone Nokia Lumia 730 N730 Dual Sim 3G 8GB 6.7MP Unlocked Original 4.7""",Professionnel,"67,33","71,62",Livraison gratuite,0,0,https://www.ebay.fr/p/11064988202?iid=195852279378&var=495697163420&rt=nc
2.2'' Sony Ericsson Spiro W100i W100 Original 2MP Camera Slide Mobile Phone,Professionnel,"48,07","51,14",Livraison gratuite,0,0,https://www.ebay.fr/itm/353751613481?itmmeta=01J0C65Z6WDCFC144V2DWP2QTJ&hash=item525d3d4029:g:BwAAAOSwSclXL~GO&var=623110798350
Original Sony Xperia T2 Ultra Quad Core 1gb Ram 8gb Rom Wifi Smartphone,Professionnel,"87,76","93,36",Livraison gratuite,0,0,https://www.ebay.fr/itm/175258846534?itmmeta=01J0C65Z6WBB3H6FF1DFZAA095&hash=item28ce3dc546:g:Bd4AAOSwxxpiQWNE&var=474466999553
"NOKIA 1100B (UNKNOWN CARRIER) CLEAN ESN, UNTESTED, PLEASE READ!! 58690",Professionnel,"12,90",N/A,"245,95",0,0,https://www.ebay.fr/itm/176106104363?itmmeta=01J0C65Z6W7MTZAV46ZSDJGY18&hash=item2900bde62b:g:jmAAAOSw4xJlfNQ8&amdata=enc%3AAQAJAAAA0EpGfbZ1LbnXgP4hz4J1AB5ATalOkTpYVklv%2F7eNRbSq0voM828TeaauVygMwE0iSHmNarrLbojHdz372fBzDtHE9zj5qMpVWALtdrpVhsHZ0s3ef5W%2FGqK6HrSVATsqPzz5Nk8LQQYNOXy6RrI19Iad2etJDiv%2Bh8CrYtaIKw%2FvgLZJpQz7OfVfgPFTimU14j24KU%2F7VuH4CS8YKlEj4QIJbJmwtbwK6cWn6YHdYJfg5Wd7RQwDBrvSpTrtjZQhpDhKIpG5FenBdbbMi0qyrXg%3D%7Ctkp%3ABFBMxPOXhoNk
Mini Small GSM 2G Clamshell Mobile Dialer CellPhone Double Dual Standby SIM card,Professionnel,"33,97  à 34,06","37,02",Livraison gratuite,0,0,https://www.ebay.fr/itm/355514938772?itmmeta=01J0C65Z6WH5G9RKGH5KR67P4R&hash=item52c6577594:g:xREAAOSwPkRl5cvs&amdata=enc%3AAQAJAAAA0KdoUvZYdD6%2BLqIw5IhLxh7%2Bkh6jPOWsJUp7eHsU1cVwYmvXpod7MBZjq1Mhgf3Ts%2B2FcbogyHRbG6elpZxeYmPcyFHja87CWFBQDvVz%2BMLGnTT04Ye8Qr8UoXQ8pWhIQJd441afPgMeOseL%2FmoOxDqoXFX6MKjUCM1A9uS3LhuMV6ZPS4X7yd5IfF7UYcJ6jG0JNIFQmTAqyU7Hhz14HJxYaOGd30qz3Ac5U1K1fWKbzaIo%2BtinoazB%2BvFA4F1%2FEXfUbdNRI%2FOj41u%2BYq3QpVs%3D%7Ctkp%3ABFBMxPOXhoNk&var=624660577172
Samsung T719 - SILVER (T-Mobile) *DEFECTIVE,Professionnel,"27,84",N/A,"36,18",0,0,https://www.ebay.fr/itm/116190027516?itmmeta=01J0C667YK2KQDY1VQXG15K19J&hash=item1b0d771efc:g:FjwAAOSwsV9mTM~b
"MOTOROLA DROID 2, (VERIZON), CLEAN ESN, UNTESTED, PLEASE READ!! 42912",Professionnel,"7,42",N/A,"245,95",0,0,https://www.ebay.fr/itm/184972604833?itmmeta=01J0C667YMBSEM1MMZNNXNKC86&hash=item2b1139f5a1:g:6L4AAOSwawxhBEUG
"HTC One E9 E9W 4G Unlocked 2GB RAM 16GB ROM Octa-Core Android 5.5"" 13MP Camera ",Professionnel,"67,02","70,55","16,71",0,0,https://www.ebay.fr/itm/154007146146?itmmeta=01J0C667YMF8NCYJS9QHFNE916&hash=item23db8a8ea2:g:bQYAAOSwxcRW9Vp9&var=454111586602
"Sony Xperia XA2 Single SIM H3113 Smartphone 4G LTE Wifi 23MP 32GB 3GB RAM 5.2""",Professionnel,"90,02","95,76",Livraison gratuite,0,0,https://www.ebay.fr/itm/196409444353?itmmeta=01J0C667YM1ZTNANMHEQ4N2M2H&hash=item2dbaea4801:g:Hs8AAOSwc2NgGo8J&var=496218402741
Tester Mini Usb Display Misura Volt e Ampere DETECTOR Monitor 5V Charger Doctor,Professionnel,"15,90",N/A,"15,00",0,0,https://www.ebay.fr/itm/302687335755?itmmeta=01J0C667YM6TKQNTVB9MCR649J&hash=item467992354b:g:dpIAAOSwl8NVdviD
GPS HTC ONE E8 Ace Single or Dual SIM 3G &4G Wifi 13MP 16GB ROM 2GB RAM,Professionnel,"81,15","86,33",Livraison gratuite,0,0,https://www.ebay.fr/itm/265582908800?itmmeta=01J0C667YMJRC2Z0BNW7YS9YT6&hash=item3dd5f99580:g:5-IAAOSwFGNWTCJU&var=565374978062
Smart Handset Lumegene T3 Exclusive 128GB White State Of The Art OEM,Particulier,"1 047,95",N/A,"22,19",0,0,https://www.ebay.fr/itm/335417001975?itmmeta=01J0C667YM89Z86B2YWJDT0WZK&hash=item4e186947f7:g:UqgAAOSwFPRmWEIn
"SHOCK VOLT (ASSURANCE WIRELESS) CLEAN ESN, WORKS, PLEASE READ!! 59555",Professionnel,"14,93",N/A,"245,95",0,0,https://www.ebay.fr/itm/176254128204?itmmeta=01J0C667YMPKEKEP090VVY97NP&hash=item290990904c:g:SeAAAOSwpldl2M0B
Original Nokia 6267 2G GSM 3G UMTS 850 / 2100 AT&T Telstra Rogers etc Unlocked,Professionnel,"45,63","48,54","16,71",0,0,https://www.ebay.fr/itm/264818779754?itmmeta=01J0C667YMEQESYWM5CYTN056N&hash=item3da86de66a:g:K-0AAOSwurZZI6Nf&var=564643650735
Sony Xperia Z1 L39H C6903 Unlocked 3G/4G LTE Cellphone Android Original Wifi NFC,Professionnel,"69,91","74,37",Livraison gratuite,0,0,https://www.ebay.fr/itm/325743147006?itmmeta=01J0C667YMSVF33KWVNASAEXSW&hash=item4bd7cdf7fe:g:8YwAAOSw~gRVgvKv&var=514762335988
Original Nokia 5230 3G GPS Handwriting Bar Phone 3.2in Bluetooth WIFI 2MP Camera,Professionnel,"28,27",N/A,Livraison gratuite,0,0,https://www.ebay.fr/itm/354984557258?itmmeta=01J0C667YM5C9V7ZP8BG62J7X6&hash=item52a6ba7aca:g:XDQAAOSw~oFXEYsf&var=624265870740
Original 16GB Motorola Moto E5 Play (5th Gen.) XT1921 (Consumer Cellular) Phone,Professionnel,"63,98","67,35",Livraison gratuite,0,0,https://www.ebay.fr/p/19024966660?iid=276432756236&rt=nc
"Samsung Galaxy On5 Duos DUAL SIM G5500 4G LTE 5.0"" 8MP Quad Core Smartphone",Professionnel,"66,23","70,45",Livraison gratuite,0,0,https://www.ebay.fr/itm/354345375840?itmmeta=01J0C667YM2ERY6Y72HCJ2X13Y&hash=item5280a15860:g:fTkAAOSwkBVjUU~s&var=623746214888
"Original LG L70 D320AR D320 1GB RAM 4GB ROM 8MP 4.5"" Android Phone Black",Professionnel,"64,53","68,65",Livraison gratuite,0,0,https://www.ebay.fr/itm/265266102487?itmmeta=01J0C667YMZAAN7KY1PAEFKW35&hash=item3dc31780d7:g:FLsAAOSw2ghgr7DO
Motorola Moto G3 8GB/1GB XT1540 Android 6/7/8/9/10,Particulier,"37,14",N/A,"27,92",0,0,https://www.ebay.fr/p/218441088?iid=256037978412&rt=nc
BLACKBERRY 8100 ON EE RÉTRO SENIOR HANDICAPABLE PAS CHER FACILE DE RECHANGE,Particulier,"36,74",N/A,"16,59",0,0,https://www.ebay.fr/itm/264564581226?itmmeta=01J0C667YMDP9QPCB8KJQ4PBA9&hash=item3d9947236a:g:ingAAOSwIKVd8hxl
"Smartphone Nokia 2.3 DualSim gris TA-1206 2 Go/32 Go 15,7 cm (6,2 pouces) Android NEUF",Professionnel,"144,99",N/A,"90,00",0,0,https://www.ebay.fr/p/25035976449?iid=126077360090&rt=nc
HTC U Ultra Ocean Note Dual SIM Smartphone Black Blue Pink White 4GB/64GB ROM,Professionnel,"107,20","112,84",Livraison gratuite,0,0,https://www.ebay.fr/p/232797340?iid=404564079556&var=674557664060&rt=nc
"REDMI 12 bleu 4G (4 Go de RAM | 128 Go de ROM) (6,79 pouces) version globale double SIM",Professionnel,"183,71",N/A,"17,77",0,0,https://www.ebay.fr/itm/186017135950?itmmeta=01J0C667YM6E7PF1097DH0XPH9&hash=item2b4f7c3d4e:g:N-YAAOSwy01kyfte
"7100S Original Nokia 7100 Supernova 2"" 2G GSM 900 1800 Bluetooth Slide Phone",Professionnel,"44,66","47,51",Livraison gratuite,0,0,https://www.ebay.fr/itm/175879121963?itmmeta=01J0C667YMP81JM1C3T449PSE0&hash=item28f3366c2b:g:GzEAAOSwfe9gb~BV&var=475293200835
"LG EXTRAVERT - (VERIZON WIRELESS) CLEAN ESN, DEAD, PLEASE READ!! 26830",Professionnel,"7,42",N/A,"245,95",0,0,https://www.ebay.fr/itm/183740712136?itmmeta=01J0C667YM0646JZY10Y5JZN1S&hash=item2ac7ccc4c8:g:-UkAAOSwmwFcZcq6
"PCD Chase (Virgin Mobile) 3G CDMA Smartphone ADR2090 - Black, 2GB For PARTS",Particulier,"4,64",N/A,"32,17",0,0,https://www.ebay.fr/itm/256382019335?itmmeta=01J0C667YM3442T3QET9CQCSZK&hash=item3bb18f2707:g:msYAAOSwjTllqfdn
"Original HTC U11 Unlocked 4G LTE 64GB ROM 5.5"" GPS Wifi 12MP Android Smart Phone",Professionnel,"97,01","102,11","16,71",0,0,https://www.ebay.fr/itm/166363760570?itmmeta=01J0C667YMWSYNFD83TSM6GTSC&hash=item26bc0d87ba:g:5p4AAOSwK8hgESb0&var=466003123545
Original Unlocked Nokia E71 3G network WIFI GPS 3.15MP Camera 2.4in Mobile Phone,Professionnel,"36,72",N/A,Livraison gratuite,0,0,https://www.ebay.fr/itm/404440927241?itmmeta=01J0C667YM1A1BY0C2X8AM8E9R&hash=item5e2a8ecc09:g:MX4AAOSw8XRfmZyb&var=674389627932
Original Samsung Galaxy Xcover 3 Android Smartphone Unlocked G388F G388 4G LTE,Professionnel,"68,46","72,83",Livraison gratuite,0,0,https://www.ebay.fr/itm/355349603028?itmmeta=01J0C667YM1M1PW63QFRMXTVA5&hash=item52bc7ca2d4:g:vdYAAOSw3xJXpqhk
For Motorola Moto G Stylus 5G 2021 Full Case Cover + Built In Screen Protector,Professionnel,"12,34","12,99","27,05",0,0,https://www.ebay.fr/itm/256475885336?itmmeta=01J0C667YM4H64DVSX0KHNW45S&hash=item3bb7276f18:g:H4EAAOSwI9dmF0Y3
Original Unlocked Nokia 6230 6230i MP3 FM 1.3MP Bluetooth Cheap Mobile Phone,Professionnel,"43,62",N/A,Livraison gratuite,0,0,https://www.ebay.fr/itm/363198244289?itmmeta=01J0C667YMEYSFJQ81Z8BJB0AA&hash=item54904d65c1:g:CNIAAOSwlc1fl2MH&var=632366510334
"LG Nexus 5X H790 16GB&32GB 5.2"" Unlocked (US Warranty GSM +CDMA)Android 4G LTE",Professionnel,"68,78  à 73,19","72,40",Livraison gratuite,0,0,https://www.ebay.fr/itm/195998646287?itmmeta=01J0C667YMGJ3FS39RQWHE9TQS&hash=item2da26e000f:g:BVEAAOSwfRdZGbLN&var=495867014788
BRAND NEW AT&T Cingular FLIP IV (U102AA) 4G LTE Unlocked Phone,Professionnel,"63,49",N/A,"28,84",1,0,https://www.ebay.fr/p/12047664383?iid=355565569377&rt=nc
Brand New Verizon wireless Moto W755 90,Particulier,"83,55",N/A,"37,70",0,0,https://www.ebay.fr/itm/234585151170?itmmeta=01J0C667YM42FRAQVT7WAC5F5M&hash=item369e5d56c2:g:dpcAAOSw97Jio12x
Nokia 6010 ( T-Mobile) Cellular Phone - UNTESTED - AS IS,Particulier,"9,27",N/A,"32,56",0,0,https://www.ebay.fr/p/102725248?iid=155966149109&rt=nc
"Nokia Lumia 900 3G Wifi 8.0MP Windows Unlocked Touchscreen Smartphone 4.3""",Professionnel,"62,17","66,15",Livraison gratuite,0,0,https://www.ebay.fr/p/113453643?iid=175805319304&var=475207334252&rt=nc
Original Nokia E65 GSM 3G UMTS 2100 WIFI Bluetooth Camera Unlocked Cellphones,Professionnel,"51,14","53,84",Livraison gratuite,3,0,https://www.ebay.fr/itm/274751868833?itmmeta=01J0C667YMNWJXJEKJN1P81C9C&hash=item3ff87ccfa1:g:VasAAOSwQZtgb8QS&var=574975164224
WIFI Nokia C3-01 GPRS Bluetooth 5MP 3G English/Russian/Arabic keyboard phone 2.4,Professionnel,"58,46","62,19",Livraison gratuite,0,0,https://www.ebay.fr/itm/193731303908?itmmeta=01J0C667YM3E2QSGPCDWZ7H0C1&hash=item2d1b4919e4:g:or8AAOSwMFhfk~rk&var=493955225175
Alcatel Tetra 5041C AT&T GSM Original Android 4G LTE Smartphone,Professionnel,"69,67","73,33",Livraison gratuite,0,0,https://www.ebay.fr/p/20027358882?iid=363533955275&rt=nc
Nokia 1650 Mobile Phone Dualband Unlocked Original 2G GSM 900 / 1800 Cellphone,Professionnel,"40,84",N/A,Livraison gratuite,0,0,https://www.ebay.fr/itm/234028271271?itmmeta=01J0C667YMKSWFAH8QWTVQQ8F4&hash=item367d2c06a7:g:EpQAAOSwvNlbYFKu&var=533659227826
"SAMSUNG GUSTO (VERIZON WIRELESS) CLEAN ESN, WORKS, PLEASE READ!! 58356",Professionnel,"12,00",N/A,"245,95",0,0,https://www.ebay.fr/itm/176063690297?itmmeta=01J0C667YM8T1HCC0J663PP3VA&hash=item28fe36b639:g:i6kAAOSwRixlZgdv
"COOLPAD AVAIL (UNKNOWN CARRIER) CLEAN ESN, WORKS, PLEASE READ!! 57275",Professionnel,"15,58",N/A,"245,95",0,0,https://www.ebay.fr/itm/186068981533?itmmeta=01J0C667YMZY1ZABVW3R984G88&hash=item2b5293571d:g:xG4AAOSw7R9k-ejG
Nokia 108 FM Radio GSM Dual Sim Bluetooth English/Russian/Arabic Keyboard,Professionnel,"25,99",N/A,Livraison gratuite,0,0,https://www.ebay.fr/itm/195930339565?itmmeta=01J0C667YNMMZ7ARFHNWXE08Z3&hash=item2d9e5bb8ed:g:exQAAOSwYSlXgQPM&var=495768485628
Nokia 2690 Cheap Mobile Phone Unlocked Bluetooth Camera Video FM Original,Professionnel,"46,04",N/A,Livraison gratuite,0,0,https://www.ebay.fr/itm/363400105959?itmmeta=01J0C667YN2D852S5RG47SPBXQ&hash=item549c558fe7:g:BJQAAOSwnFZXXXxa&var=632618325790
"Original Samsung C3010 Unlocked 0.3MP SIM Mobile Phone Bluetooth Mp3 FM Radio 2""",Professionnel,"48,99","51,57",Livraison gratuite,0,0,https://www.ebay.fr/itm/404728003479?itmmeta=01J0C667YNYQNW21TFES0ZNG8K&hash=item5e3bab3b97:g:bkMAAOSwc-tY5JT1
"SAMSUNG GALAXY J3 EMERGE (SPRINT) CLEAN ESN, WORKS, PLEASE READ!! 60359",Professionnel,"46,41",N/A,"245,95",0,0,https://www.ebay.fr/itm/176378062755?itmmeta=01J0C667YN7Q8YY3TJD0B2YMB7&hash=item2910f3a7a3:g:DvAAAOSw6e9mQ8-P
"Nouvelle annonceMotorola Solutions Motorola Moto G 54 5G, 16,5 cm (6,5 po), 8 Go, 256 Go, 50 mégapixels, A",Professionnel,"201,52",N/A,"27,50",0,0,https://www.ebay.fr/p/13062863932?iid=135104109522&rt=nc
Android Samsung Galaxy A8 (2018) Duos with dual-SIM A530F/DS Phone 4GB 32GB ROM,Professionnel,"94,38","100,40",Livraison gratuite,0,0,https://www.ebay.fr/itm/196084705672?itmmeta=01J0C667YNA71THYZSTERZC4V2&hash=item2da78f2988:g:oyEAAOSwOtRgeDDM&var=495943804849
Tracfone Mobile XT1920DL - Moto e5,Particulier,"39,46",N/A,"37,28",0,0,https://www.ebay.fr/itm/335412987915?itmmeta=01J0C667YNVSJHCDFM8GXRE2HQ&hash=item4e182c080b:g:Z~EAAOSwWRJmVOOx
Nokia C1-02 GSM 900 / 1800 Unlocked Bluetooth Original FM Radio CellPhone,Professionnel,"23,20",N/A,Livraison gratuite,0,0,https://www.ebay.fr/itm/195930240012?itmmeta=01J0C667YN7339RJPXPR97AR6M&hash=item2d9e5a340c:g:P5kAAOSwQ3Zgb-88
"Motorola Moto E (2020) 32GB ROM 2GB RAM 13.0MP 6.2"" Android Smartphone",Professionnel,"76,80","81,71",Livraison gratuite,0,0,https://www.ebay.fr/p/14039112880?iid=256484949056&rt=nc
"OPPO F11 4G LTE Dual SIM 4GB RAM 128GB ROM Android 6.53"" 48MP Smartphone",Professionnel,"83,91","89,26",Livraison gratuite,0,0,https://www.ebay.fr/itm/196365270013?itmmeta=01J0C667YNXZA0E1KK3X40YS07&hash=item2db8483bfd:g:qTkAAOSwBuxmJntQ&var=496181928766
S8 Plus Samsung Galaxy S8+ G955F Single-SIM G955FD 4GB RAM 64GB Dual-SIM Phone,Professionnel,"157,16  à 161,52","171,82",Livraison gratuite,0,0,https://www.ebay.fr/itm/325909587668?itmmeta=01J0C667YN31S2HHG0B1BHPHZW&hash=item4be1b9a6d4:g:hWIAAOSwj2FhQxBN&var=514958305602
"Cellphone Nokia 105 4G (2021) Dual SIM 48MB 128MB RAM FM Radio Keyboard 1.8""",Professionnel,"54,46",N/A,Livraison gratuite,0,0,https://www.ebay.fr/p/2336046476?iid=364692135746&var=634217859325&rt=nc
Orbic Journey V 4G LTE Flip Cell Phone Verizon Wireless - RC2210L  NEW in BOX,Particulier,"46,42",N/A,"32,88",0,0,https://www.ebay.fr/itm/285299986941?itmmeta=01J0C667YNBF39BCPK9YCZFF6P&hash=item426d3451fd:g:GcQAAOSw2MpkbnSH
Ebtify MH06 Earbuds,Professionnel,"30,63",N/A,"27,69",0,0,https://www.ebay.fr/itm/125272909562?itmmeta=01J0C667YN21W027MXX7C1S9ZF&hash=item1d2ad8e6fa:g:d3sAAOSwzUFhuRW2&var=426302844473
Téléphone portable Bjorn P220 rouge (débloqué) double bouton gros bouton aînés basiques handicapés,Particulier,"23,69",N/A,"11,84",0,0,https://www.ebay.fr/itm/256302815619?itmmeta=01J0C667YNK2XKF48X2BR54N6V&hash=item3bacd69983:g:f3MAAOSwi9hhv2OX
"Honor 60 SE 5G 6.67""OLED 120Hz 8/256GB Dimensity900 64MP 4300mAh Phone By FedEx",Professionnel,"558,24",N/A,"40,07",0,0,https://www.ebay.fr/itm/186157559889?itmmeta=01J0C667YNRETZ8XP8S316K02Q&hash=item2b57daf051:g:iAAAAOSwDXxlTK8Q&var=694185989255
⚡️ZTE Prelude Plus Z851 8GB Black (Cricket Wireless) ⚠️No Sim Card Included⚠️,Particulier,"32,48",N/A,"27,76",0,0,https://www.ebay.fr/itm/305585907227?itmmeta=01J0C667YN8Z9DHS49F2C45CVQ&hash=item472656e61b:g:o3sAAOSw771mUoHy
"MOTOROLA DROID BIONIC - (VERIZON WIRELESS) CLEAN ESN, WORKS, PLEASE READ!! 24453",Professionnel,"7,42",N/A,"245,95",0,0,https://www.ebay.fr/itm/183766996732?itmmeta=01J0C667YNS8RVMSK9PMVCBXPY&hash=item2ac95dd6fc:g:xY4AAOSwo3Bb0gjI
Original LG 450 T-Mobile (B450) Unlocked 3G HSDPA 1900 Flip Mobile Phone,Professionnel,"56,28","59,87",Livraison gratuite,0,0,https://www.ebay.fr/itm/194931435918?itmmeta=01J0C667YNJQ56SM65E3F88A4J&hash=item2d62d1a98e:g:SU0AAOSwOa1iOZJz
AT&T RADIANT Max - 32GB - Blue - New In The Box,Particulier,"92,79",N/A,"38,22",2,0,https://www.ebay.fr/p/12044192422?iid=325101725666&rt=nc
"Excellent! Factory Unlocked 6.2"" Samsung Galaxy S20 128GB White Smartphone",Particulier,"227,44",N/A,"34,58",0,0,https://www.ebay.fr/itm/226029971494?itmmeta=01J0C667YNACWCCRBF6VDQ0J6R&hash=item34a06fa826:g:MmQAAOSwIdNlm737&amdata=enc%3AAQAJAAAA0MxhJ8jNgz6ljScYnUFRmxuqHWPIE5TWhEa4uUZXn8XQf%2FFyJ%2ByGvM7Kg1q635sCAsRqPtP71GFpC%2B6UtKpL2ekc9ridIL%2BM7vjHH%2FhlLh0FYegNaEW%2Bgxcyu8bf0KERg4kvY%2FUShMM7AeWenaMTC5%2B62jZVt%2FXhbkG%2F91nPgmFDJ%2B0yT3g4D4fV5R4CrX0XDIlXWz0XFBB8ARc74IAz2t50PPaF4l8%2F55biDtgWfa%2F9lv4TRZXnPBv8lQXHRBBwS0%2BD%2BBCPNrhAH4%2BKnNo0E1Q%3D%7Ctkp%3ABFBMtv-YhoNk
T-MOBILE - Samsung Galaxy S22 5G SM-S901U 128GB Green 8K Camera 6.1'' - OPEN BOX,Professionnel,"259,02",N/A,"35,69",0,0,https://www.ebay.fr/itm/145828693864?itmmeta=01J0C667YNMX5676XRMPQ6MB13&hash=item21f4114768:g:UjsAAOSwjRdmaWiN&amdata=enc%3AAQAJAAAA0KMKGpEaSVSvnLOblwHGLiFxhoXlT0j3Y8LWo0naKrU%2Ft4XZzLKsBPamwQPZ5%2BGjHQa964xZSE3Hy7kikaQjukgoEZoEQKmWwlB8phGKDEl7VuzOSdBaC%2FeUp2Zh4IclVusmzU08%2FdFjc1IO%2FazJII2KQpPsFIXYTnCk6qaG0saB6nCa3ljGTG8z9tl7EDt9Rsjn7Dj7g9THXE9vtwDt1hmNgMwwjbCWuef%2FTjiiDevug5GhJvpdf3m58ds6PycGVlnT5IAKNPygfiVbclFuJ24%3D%7Ctkp%3ABFBMtv-YhoNk
"SAMSUNG GALAXY PLAYER 3.6, PLEASE READ! 46104",Professionnel,"10,48",N/A,"245,95",0,0,https://www.ebay.fr/itm/175316649117?itmmeta=01J0C66H0VMQFQ05FPK724821V&hash=item28d1afc49d:g:c70AAOSwO0th8Bfo
Nokia 108 FM Radio GSM English/Russian/Arabic keyboard Dual Sim Bluetooth,Professionnel,"25,68",N/A,Livraison gratuite,0,0,https://www.ebay.fr/itm/145233811566?itmmeta=01J0C66H0VWCVQW8272N342VRC&hash=item21d09c186e:g:exQAAOSwYSlXgQPM&var=444417095891
Samsung C3560 Original Unlocked 2MP Bluetooth Stylish Flip Mobile Phone,Professionnel,"53,92","57,36",Livraison gratuite,0,0,https://www.ebay.fr/itm/265584409414?itmmeta=01J0C66H0VHQZAHPV8X2KX2BGZ&hash=item3dd6107b46:g:cy8AAOSw8lpZFHtN&var=565376499216
Nokia C1 C1-01 GSM 2G FM Bluetooth Radio High Quality Original CellPhone,Professionnel,"45,87",N/A,Livraison gratuite,0,0,https://www.ebay.fr/itm/174909464537?itmmeta=01J0C66H0VPSJ0PVA519DK78XJ&hash=item28b96a9fd9:g:GmUAAOSwsTxXjEIH&var=474061778345
Case For Motorola Moto G Pure (2021) Hybrid Shockproof Rugged Glow Phone Cover,Professionnel,"10,13","10,66","26,98",0,0,https://www.ebay.fr/itm/175733103289?itmmeta=01J0C66H0VPD38RHYZ95B9KP2K&hash=item28ea825ab9:g:H3gAAOSwecVieLRE
Samsung Galaxy on5 SM-G550T 8GB ROM 1.5GB RAM 4G LTE Android T-Mobile Hone,Professionnel,"59,33","63,12",Livraison gratuite,0,0,https://www.ebay.fr/p/7020322589?iid=175828203778&var=475232239237&rt=nc
RECHANGE D'URGENCE POUR PERSONNES ÂGÉES BASIQUE Motorola FIRE XT311 DÉBLOQUÉ,Particulier,"49,78",N/A,"16,59",0,0,https://www.ebay.fr/itm/295594563007?itmmeta=01J0C66H0VEHW7XGZEE2FSMDDQ&hash=item44d2cf15bf:g:NtcAAOSwje1kJXX-
Bluetooth Nokia C1-02 GSM 900 / 1800 Unlocked FM Radio CellPhone Original,Professionnel,"23,38",N/A,Livraison gratuite,0,0,https://www.ebay.fr/itm/175877960752?itmmeta=01J0C66H0VTEK1P5EA06ATGRJP&hash=item28f324b430:g:P5kAAOSwQ3Zgb-88
CELLULARE SAMSUNG GT C2350B GSM SIM FREE DEBLOQUE UNLOCKED,Particulier,"29,99",N/A,"14,99",0,0,https://www.ebay.fr/itm/266652296608?itmmeta=01J0C66H0VCMFS06M4ZVGEPCNT&hash=item3e15b725a0:g:y58AAOSwpFphWuUl
"Maxcom Smart Strong MS572, 32 GB + 3 GB RAM, LTE, Black + 1 GIFT Smart Stand",Professionnel,"165,72","194,96","15,32",0,0,https://www.ebay.fr/itm/144981660534?itmmeta=01J0C66H0VTXV1VYK7MMSWWBYW&hash=item21c1949376:g:8H4AAOSwzFhkC2XR
"Android 4G LTE Samsung Galaxy Xcover 3 (Value Edition) SM-G389F 4.5""Smartphone",Professionnel,"74,21","78,94",Livraison gratuite,0,0,https://www.ebay.fr/p/209654961?iid=175328818204&rt=nc
Original Samsung Galaxy Xcover 3 Android 4G LTE Smartphone Unlocked G388F G388,Professionnel,"68,28","72,65",Livraison gratuite,0,0,https://www.ebay.fr/itm/176155948247?itmmeta=01J0C66H0V80WXWS1SXXT482B2&hash=item2903b674d7:g:vdYAAOSw3xJXpqhk
"Original LG K3 K100 Single SIM Quad Core Unlocked 8GB ROM 1GB RAM 4G LTE 4.5""",Professionnel,"74,17","78,90",Livraison gratuite,0,0,https://www.ebay.fr/itm/265265812330?itmmeta=01J0C66H0VTE4JS4786BB1TWJP&hash=item3dc313136a:g:6hsAAOSwWENgScRG
"Android Samsung G3812 GALAXY Win Pro 3G WCDMA GSM Dual Network Dual Card 4.5""",Professionnel,"45,51","48,41",Livraison gratuite,0,0,https://www.ebay.fr/itm/196178597460?itmmeta=01J0C66H0V2D7FB0DRYJASJ6PP&hash=item2dad27d654:g:ox4AAOSwJhNXUEA3&var=496021557987
